id,user_id,extended_tweet_full_text,extended_tweet_full_text_duplicate,final,final_score,final_keyword_match
1.3047859198206607e+18,405024417.0,imagine being a man so self centered that he can’t respond to a pandemic or wildfires ravaging the country he’s charge with protecting he’s fixated on the mueller report instead how small amjoy,Imagine being a man so self centered that he can’t respond to a pandemic or wildfires ravaging the country he’s charge with protecting. He’s fixated on the Mueller Report instead. How small. #amjoy,imagine man self center  respond to pandemic wildfire ravage the country  charge protect  fixate the mueller report instead small amjoy,100,protect
1.3047859907755295e+18,1.304355218222588e+18,in this covid time take care of you family by control blood pressure visit to know about bloodpressuresupport and protect your family,@TrollFootball in this covid time take care of you family by control blood pressure https://t.co/bFrLIp58ZF visit to know about #blood_pressure_support and protect your family,covid time take care family control blood pressure visit to know bloodpressuresupport protect your family,100,protect
1.3047859979731397e+18,99373782.0,covid chronicles vol 8 from fighting to save patients to fighting to save himself jack 62 is a respiratory therapist in orlando florida treating coronavirus patients one day in april jack became the patient himself,"Covid Chronicles, Vol. 8: From fighting to save patients to fighting to save himself. Jack, 62, is a respiratory therapist in Orlando, Florida, treating coronavirus patients. One day in April, Jack became the patient himself. https://t.co/Sl8CgYPSja",covid chronicle vol 8 from fight to save patient to fight to save jack 62 respiratory therapist orlando florida treat coronavirus patient one day april jack become the patient,100,save
1.3047860063532892e+18,7.968948340029809e+17,covid19 how to protect yourself,"""COVID-19: How to protect yourself""  https://t.co/axmfGU7EWe",covid19 to protect,100,protect
1.3047861101707717e+18,7.54807315438592e+17,1 why does the trump adm want schools open with no safety plan in place to avoid the spread of covid19  2 how do we protect are low paying teachers from getting sick 3 why did i let trump lie about the virus why is cornyn still in office,"@JohnCornyn @AEI 1. Why does the Trump adm. want schools open, with no safety plan in place to avoid the spread of Covid-19.  2. How do we protect are low paying teachers from getting sick? 3. Why did I let Trump lie about the virus? Why is Cornyn still in office?",1 the trump adm want school open no safety plan place to avoid the spread covid19 2 do protect low pay teacher from get sick 3 let trump lie the virus cornyn still office,100,protect
1.304786117019996e+18,1.19752223625882e+18,10pcsbag 3layer nonwoven disposable universal mask protective mask antifog dustproof mouth protective discount 25   10pcsbag 3layer 10pcsbag 3layer nonwoven disposable universal mask protective mask antifog dustproof mouth protective disc…,10PCSBag 3-layer Non-woven Disposable Universal Mask Protective Mask Anti-fog Dust-proof Mouth Protective (Discount 25 % ) #10PCSBag #3-layer https://t.co/4qfCwnBRHh 10PCS/Bag 3-layer Non-woven Disposable Universal Mask Protective Mask Anti-fog Dust-proof Mouth Protective (Disc…,10pcsbag 3layer nonwoven disposable universal mask protective mask antifog dustproof mouth protective discount 25 10pcsbag 3layer 10pcsbag 3layer nonwoven disposable universal mask protective mask antifog dustproof mouth protective disc…,100,protect
1.304786155578237e+18,7.146472202687447e+17,while  was taking substantive measures to protect the american public from covid19 democrats were not only labeling him xenophobic but they continued to encourage citizens to attend mass gatherings go to restaurants and maintain life as usual  factsmatter,"@HaroldFordJr @FoxNews @BretBaier @SpecialReport While @realDonaldTrump was taking substantive measures to protect the American public from #COVID19, #DemocRats were not only labeling him xenophobic, but they continued to encourage citizens to attend mass gatherings, go to restaurants, and maintain life as usual.

#FactsMatter",take substantive measure to protect the american public from covid19 democrat label xenophobic continued to encourage citizen to attend mass gathering go to restaurant maintain life usual factsmatter,100,protect
1.304786177430618e+18,1.1582534326183444e+18,yea cuomo saves lives nyc 1 covid infection rate and he is the worst governor according to donald the idiot but allow 190k americans to die and ur the best president in history i pray to see trumps grave 1 day so i can pay my respects,"Yea Cuomo saves lives (NYC 1% Covid infection rate) and he is the worst Governor according to Donald the Idiot, but allow 190k Americans to die and .....ur the best president in history???.... I pray to see Trump's grave 1 day, so I can pay my ""respects"".

https://t.co/JVDO7WWObD",yea cuomo save life nyc 1 covid infection rate the bad governor accord to donald the idiot allow 190k american to die ur the best president history pray to see trump grave 1 day pay respect,100,save
1.3047861856051937e+18,24698196.0,china steel exports hit by surge of antidumping probes as coronavirus drives protectionism,China steel exports hit by surge of anti-dumping probes as coronavirus drives protectionism https://t.co/cpmlPBUTXa,china steel export hit surge antidumping probe coronavirus drive protectionism,100,protect
1.304786222498427e+18,103094352.0,from  this am healthe founder  re healthe’s faruvc technology  “we’ve taken covid very seriously amp we believe the installation of healthe technology is one more layer of protection for continuous sanitization” walt mullen 9600 condominiums board member,"From @FoxNews this a.m: Healthe founder @FredMaxik re Healthe’s far-UVC technology.

“We’ve taken COVID very seriously, &amp; we believe the [installation of Healthe technology] is one more layer of protection for continuous sanitization”- Walt Mullen, 9600 Condominiums Board Member https://t.co/hoep1dstkr",from healthe founder healthe  faruvc technology   take covid seriously amp believe the installation healthe technology one layer protection continuous sanitization  walt mullen 9600 condominium board member,100,protect
1.3047862245074985e+18,44844855.0,nonvaccine nasal spray could protect against covid19,Non-vaccine nasal spray could protect against COVID-19 https://t.co/qtKYHh4HUz https://t.co/4XjKUVic9U,nonvaccine nasal spray could protect covid19,100,protect
1.3047862549036111e+18,258825195.0,not only did he kill 190000 americans he knew the virus was airborne in february he didn’t prepare healthcare workers  hospitals so they could be protected some had to make their own protection equipment and those hero’s are among our dead,"@paulcshipley @realDonaldTrump Not only did he kill 190,000 Americans. He knew the virus was airborne in February. He didn’t prepare healthcare workers , hospitals so they could be protected. Some had to make their own protection equipment. And those hero’s are among our dead,",kill 190000 american knew the virus airborne february  prepare healthcare worker hospital could protect to make protection equipment hero  among dead,100,protect
1.3047862949632e+18,1.30406491515861e+18,im selling butterfly face mask extender  extension  ear savers  connector  adapter for rm500 get it on shopee now shopeemy,I'm selling Butterfly Face Mask Extender / Extension / Ear Savers / Connector / Adapter for RM5.00. Get it on Shopee now! https://t.co/j2ocCDE51e #ShopeeMY https://t.co/jCUnWadF5P,im sell butterfly face mask extender extension ear saver connector adapter rm500 get shopee shopeemy,100,save
1.3047862990192927e+18,25661441.0,you would not buy and drink spoiled milk  you would not eat fish after five days after sitting in the sun you would not wear your motorcycle without your boots or helmet why wouldn’t you wear your mask to protect everyone including you,You would not buy and drink spoiled milk.  You would not eat fish after five days after sitting in the sun. You would not wear your motorcycle without your boots or helmet. Why wouldn’t you wear your mask to protect EVERYONE INCLUDING YOU!,would buy drink spoil milk would eat fish five day sit the sun would wear your motorcycle without your boot helmet  wear your mask to protect everyone include,100,protect
1.3047863040943473e+18,27429185.0,steps coming to save 2020 with their social distancing dance routine wtfh steps,Steps coming to save 2020 with their social distancing dance routine! #WTFH #STEPS  @OfficialSteps @llatchfordevans @Ianhwatkins @_ClaireRichards @Faye_Tozer @LSLofficial https://t.co/aAEgjtmE9y,step come to save 2020 social distance dance routine wtfh step,100,save
1.304786323002155e+18,1.2795029643112612e+18,connect with potential covid19 recovered plasma donors using 25 sources listed on this page check bio for details     savealife,"@EternalJAusten @BloodDonorsIn @friends2support @BloodAid @twcnagpur @ELister_social @anuchhabrani @EternalJAusten Connect with potential COVID-19 recovered plasma donors using 25+ sources listed on this page. Check bio for details. @TeamSOSIndia @himanshu_irl @TheNiteshSingh

#SaveALife https://t.co/evopckhYrN",connect potential covid19 recover plasma donor use 25 source list page check bio detail savealife,100,save
1.304786325556679e+18,1673168113.0,could vitamin d protect you from covid19,Could vitamin D protect you from COVID-19? https://t.co/vQ6k0b4f5g,could vitamin protect from covid19,100,protect
1.304786328257794e+18,1.2489791815910564e+18,we were projected to have 2 million deaths so either the president and his team saved 18 million lives or the virus wasn’t as lethal as projected take your pick,@jimsciutto We were projected to have 2 million deaths. So either the president and his team saved 1.8 million lives or the virus wasn’t as lethal as projected. Take your pick.,project to 2 million death either the president team save 18 million life the virus  lethal project take your pick,100,save
1.3047863554788188e+18,1.2393785351202406e+18,the world should not talk to china should hold china accountable for coronavirus  please save hongkongers    please sanction chinese officials  please ban wechat   wechat dies ccp dies,"@CourGrandDucale The world should not talk to China, should hold China accountable for coronavirus

Please
save HongKongers
😭😭😭😭 

Please
sanction Chinese officials

Please
Ban WeChat 

WeChat dies CCP dies

https://t.co/CLKZgWJ2km",the world talk to china hold china accountable coronavirus please save hongkongers please sanction chinese official please ban wechat wechat dy ccp dy,100,save
1.3047863586998436e+18,241356214.0,lol they all are the china virus was ordered because the “russian collusion” and impeachment hoaxes did not work to stop president trump from going after the deep stateprotecting americans state shutdowns blm antifadestroying the usa pushback against president trump,"@ChuckCallesto Lol. They all are. The China virus was ordered because the “Russian collusion” and impeachment hoaxes did not work to stop President Trump from going after the deep state+protecting Americans. State shutdowns, blm, antifa+🔥destroying the USA: pushback against President Trump.",lol the china virus order the  russian collusion  impeachment hoax work to stop president trump from go the deep stateprotecting american state shutdown blm antifadestroying the usa pushback president trump,100,protect
1.3047863669040497e+18,23461783.0,rt  rt  germany’s largest union is proposing a 4day working week to save jobs and invest in employee reskilling in the pandemic,"#RT @AndrewYang: RT @ValaAfshar: Germany’s largest union is proposing a 4-day working week to save jobs, and invest in employee re-skilling, in the pandemic. @AndrewYang https://t.co/rZfDFFz9H0 https://t.co/ynezSugB5A",rt rt germany  large union propose 4day work week to save job invest employee reskilling the pandemic,100,save
1.3047863833331955e+18,494654903.0,save this one for when carruthers covid issues start becoming public  arrogant pricks,Save this one for when Carruthers Covid issues start becoming public ... Arrogant pricks https://t.co/qxemSmAvaG,save one carruthers covid issue start become public arrogant prick,100,save
1.3047863700581704e+18,242867688.0,the state of emergency was suppose to be for a few weeks while we flatten the curve  the curve was flattened in mid april  why are we still in a state of emergency    pleae explain,"The state of emergency was suppose to be for ""a few weeks"" while we flatten the curve.  The curve was flattened in mid April.

Why are we still in a state of emergency @StephenMcNeil  - pleae explain.",the state emergency suppose to week flatten the curve the curve flatten mid april still state emergency pleae explain,100,flatten the curve
1.3047864022537216e+18,1.156613796020011e+18,ada american disabilities act is law you can not be discriminated against if you cant wear a mask because of religious beliefs so if you get fired or refused service sue them vote republican protect your rights,(ADA) American disabilities act is law you can not be discriminated against if you can't wear a mask because of religious beliefs so if you get fired or refused service sue them #VOTE Republican protect your rights,ada american disability act law discriminate cant wear mask religious belief get fire refuse service sue vote republican protect your right,100,protect
1.3047864025515087e+18,3230405364.0,although he said he wanted to play it down he didnt stopping travel to china is not playing it down people were fighting over toilet paper paper towels hand sanitizer etc  people were in a panic to remain calm is what he tried to do millions of lives were saved,"@wanaoni_michael @realDonaldTrump Although he said he wanted to play it down, he didn't! Stopping travel to China is NOT playing it down. People were fighting over toilet paper, paper towels, hand sanitizer etc.  People were in a panic. To remain calm is what he tried to do. Millions of lives were saved.",although say want to play didnt stop travel to china play people fight toilet paper paper towel hand sanitizer etc people panic to remain calm try to do million life save,100,save
1.3047864118083256e+18,1165606153.0,indeed god’s grace is overflowing and not too short to save my friend won the battle yup she’s a covid survivor thank you lord,"Indeed God’s grace is overflowing and not too short to save. My friend won the battle! Yup, she’s a covid survivor. Thank you Lord!😭💗",indeed god  grace overflow short to save friend the battle yup  covid survivor thank lord,100,save
1.3047864393689252e+18,1.304355218222588e+18,in this covid time take care of you family by control blood pressure visit to know about bloodpressuresupport and protect your family,@CaptainAmerica in this covid time take care of you family by control blood pressure https://t.co/bFrLIp58ZF visit to know about #blood_pressure_support and protect your family,covid time take care family control blood pressure visit to know bloodpressuresupport protect your family,100,protect
1.304786455915565e+18,32361616.0,the man from the ministry said naw one year later we have a pandemic and advice services under threat of closure if they done what i said create a money adviser and applied it to existing cases millions would have been saved,"The man from the Ministry said Naw. One year later, we have a pandemic and advice services under threat of closure. If they done what I said, create a money adviser and applied it to existing cases, millions would have been saved. 😐 https://t.co/5DDzZqziX8",the man from the ministry say naw one year later pandemic advice service threat closure do say create money adviser apply to exist case million would save,100,save
1.3047864646816604e+18,1613308716.0,pedowood saveourchildren savethechildren  thats the real pandemicnot climatecrisis as purported by youampyour ilk ca dems lower the penalties for pedophiliaampput a pedo movie on netflix cancelnetflix   fighting for environ justice vs exploitation of children ‍,"@SpeakerPelosi #PedoWood #SaveOurChildren #SaveTheChildren - THATs the REAL #pandemic-not #ClimateCrisis as purported by you&amp;your ilk. ""CA #Dems lower the penalties for pedophilia&amp;put a pedo movie on Netflix!"" #CancelNetFlix 

Fighting for environ. ""justice"" vs exploitation of children. 🤦‍♀️🤬 https://t.co/rHcii57LlM",pedowood saveourchildren savethechildren thats the real pandemicnot climatecrisis purport youampyour ilk ca dems low the penalty pedophiliaampput pedo movie netflix cancelnetflix fight environ justice v exploitation child ‍,100,save
1.3047865019397243e+18,3368490988.0,why would you want to wear an n95 mask super uncomfortable and the only added protection from a surgical mask is against aerosols you aren’t in an environment where aerosols are being produced no different than a surgical mask if they aren’t fit tested by the way,@MariaSinfonica @Travisdhanraj @jillpromoli @tdsb Why would you want to wear an N95 mask? Super uncomfortable and the only added protection from a surgical mask is against aerosols. You aren’t in an environment where aerosols are being produced. No different than a surgical mask if they aren’t fit tested by the way.,would want to wear n95 mask super uncomfortable the add protection from surgical mask aerosol  environment aerosol produce no different surgical mask  fit test the way,100,protect
1.3047865175928668e+18,418150460.0,thankeuforthemusic saveourartists bbcproms lnop  find out more covid19uk  lastnightoftheproms,"#ThankEUForTheMusic
#SaveOurArtists
#BBCProms
#LNOP 
Find out more https://t.co/pD7nscWPBZ
#Covid19UK 
#lastnightoftheproms @bbcpress @BBCNewsPR 
@CCHQPress @Number10press https://t.co/gtnS8cL8cm",thankeuforthemusic saveourartists bbcproms lnop find out covid19uk lastnightoftheproms,100,save
1.3047865280910415e+18,1.30406491515861e+18,im selling butterfly face mask extender  extension  ear savers  connector  adapter for rm500 get it on shopee now shopeemy,I'm selling Butterfly Face Mask Extender / Extension / Ear Savers / Connector / Adapter for RM5.00. Get it on Shopee now! https://t.co/j2ocCDE51e #ShopeeMY https://t.co/OzuRRfd72w,im sell butterfly face mask extender extension ear saver connector adapter rm500 get shopee shopeemy,100,save
1.3047865418527252e+18,1.2393785351202406e+18,the world should not talk to china should hold china accountable for coronavirus  please save hongkongers    please sanction chinese officials  please ban wechat   wechat dies ccp dies,"@GitanasNauseda The world should not talk to China, should hold China accountable for coronavirus

Please
save HongKongers
😭😭😭😭 

Please
sanction Chinese officials

Please
Ban WeChat 

WeChat dies CCP dies

https://t.co/CLKZgWJ2km",the world talk to china hold china accountable coronavirus please save hongkongers please sanction chinese official please ban wechat wechat dy ccp dy,100,save
1.3047865498051174e+18,8.443934875460076e+17,lmao and the republicans ignored information about covid19 that could have saved thousands of lives but yeah those 4 people dying was way worse right,"@charliekirk11 Lmao. And the Republicans ignored information about covid-19 that could have saved THOUSANDS OF LIVES!!! But yeah, those 4 people dying was WAY worse right?",lmao the republican ignore information covid19 could save thousand life yeah 4 people die way bad right,100,save
1.3047865749415895e+18,250940553.0,early mask wearing would have saved lives a health expert says,"Early mask wearing would have saved lives, a health expert says

https://t.co/4YGuitWWfq",early mask wear would save life health expert say,100,save
1.3047865772651315e+18,51259550.0,early mask wearing would have saved lives a health expert says,"Early mask wearing would have saved lives, a health expert says
https://t.co/RhKkiNQwi6",early mask wear would save life health expert say,100,save
1.3047865940130284e+18,271819144.0,help slow the spread of covid19 and identify at risk cases sooner by selfreporting your symptoms daily even if you feel well  download the app,"Help slow the spread of #COVID19 and identify at risk cases sooner by self-reporting your symptoms daily, even if you feel well 🙏. Download the app https://t.co/fQtV4WhcW8",help slow the spread covid19 identify at risk case sooner selfreporting your symptom daily even feel well download the app,100,slow the spread
1.304786610857431e+18,1.2583933671274903e+18,makeup wearing makeup ends up on the mask so i just skip it savesanditon sanditon sanditonpbs,"@Anon5813 Makeup. Wearing makeup ends up on the mask, so I just skip it. #SaveSanditon #Sanditon #SanditonPBS https://t.co/Twx2hJw9EZ",makeup wear makeup end the mask skip savesanditon sanditon sanditonpbs,100,save
1.304786616410669e+18,3353679772.0,it would promote their valuable message and save trees if they had the information printed on a mask and wore it everywhere they go,@AlisonMoyet It would promote their valuable message and save trees if they had the information printed on a mask and wore it everywhere they go....,would promote valuable message save tree the information print mask wore everywhere go,100,save
1.3047866596830986e+18,1.2104740376184955e+18,australians support taiwan and hong kong democracy if they need protection australia will join forces with many countries china are losing friends worldwide ccp should stop the buying of countries worldwide just because we demanded a wuhan virus investigation,"@12emma30 Australians support Taiwan and Hong Kong democracy. If they need protection, Australia will join forces with many countries. China are losing friends worldwide. CCP should stop the buying of countries worldwide. Just because we demanded a wuhan virus investigation.",australian support taiwan hong kong democracy need protection australia join force many country china lose friend worldwide ccp stop the buying country worldwide demand wuhan virus investigation,100,protect
1.3047866875292303e+18,23665072.0,there was a good cartoon about “flattening the curve”  a tiny covid curve and a massive notnoticed climate change curve,"@Flashmaggie There was a good cartoon about “flattening the curve” - a tiny COVID curve, and a massive, not-noticed climate change curve.",good cartoon  flatten the curve  tiny covid curve massive notnoticed climate change curve,100,flatten the curve
1.3045911100571402e+18,166219963.0,eight workers from jbs’ meatpacking  plant in greeley co have died from coronavirus   osha just fined that plant for failing to protect workers during the outbreak  the fines total 15615   jbs’ revenue last year was 51 billion,"Eight workers from JBS’ meatpacking  plant in Greeley CO have died from coronavirus. 

OSHA just fined that plant for failing to protect workers during the outbreak.

The fines total $15,615. 

JBS’ revenue last year was $51 billion.",eight worker from jbs  meatpacking plant greeley co die from coronavirus osha fin plant fail to protect worker the outbreak the fine total 15615 jbs  revenue last year 51 billion,100,protect
1.3044259717145354e+18,87679233.0,and here’s  warning ordinary nonn95 masks will do nothing to protect you against wildfire smoke because “they do not catch small particles”  fun fact smoke particles are far larger than sarscov2  your mask protects well no one,"And here’s @cdcgov warning ordinary (non-N95) masks will do nothing to protect you against wildfire smoke because “they do not catch small particles.”

Fun fact: smoke particles are far larger than #SARSCoV2.

Your mask protects... well, no one. https://t.co/sFJzzGNLVa", warn ordinary nonn95 mask do nothing to protect wildfire smoke  do catch small particle  fun fact smoke particle far large sarscov2 your mask protects well no one,100,protect
1.3047716859927306e+18,583456963.0,truth be told as president trump issued a travel ban to protect american lives from the china virus joe biden was still bent over to china selling out american lives,"Truth be told. As President Trump issued a travel ban to protect American lives from the China virus, Joe Biden was still bent over to China selling out American lives",truth told president trump issue travel ban to protect american life from the china virus joe biden still bent to china sell out american life,100,protect
1.3047685325892198e+18,259725229.0,germany’s largest union is proposing a 4day working week to save jobs and invest in employee reskilling in the pandemic,"Germany’s largest union is proposing a 4-day working week to save jobs, and invest in employee re-skilling, in the pandemic. @AndrewYang https://t.co/6dcoT6eJ2C https://t.co/JhigKfGT4E",germany  large union propose 4day work week to save job invest employee reskilling the pandemic,100,save
1.3047690795096842e+18,22411180.0,having a low death count is not a reason not to wear masks and not to continue to protect our vulnerable its the opposite however its also time to reopen the border to people from other disciplined countries i support  and the hotel industry,"Having a low death count, is not a reason NOT to wear masks and NOT to continue to protect our vulnerable. It's the opposite. However, it's also time to re-open the border to people from other disciplined countries. I support @AirCanada and the hotel industry.",low death count reason to wear mask to continue to protect vulnerable the opposite however also time to reopen the border to people from discipline country support the hotel industry,100,protect
1.3041076627501588e+18,1249982359.0,every senate democrat just voted against hundreds of billions of dollars of covid19 relief they blocked money for schools testing vaccines unemployment insurance and the paycheck protection program  their goal is clear no help for american families before the election,"Every Senate Democrat just voted against hundreds of billions of dollars of COVID-19 relief. They blocked money for schools, testing, vaccines, unemployment insurance, and the Paycheck Protection Program.

Their goal is clear: No help for American families before the election.",every senate democrat vote hundred billion dollar covid19 relief block money school test vaccine unemployment insurance the paycheck protection program goal clear no help american family the election,100,protect
1.3047783563033436e+18,98101279.0,graphical representation of covid 19  act of god only god can save now,"Graphical representation of Covid 19.

Act of God. Only God can save now 🙏✌️ https://t.co/QnmmwCeEXY",graphical representation covid 19 act god god save,100,save
1.3047830124801188e+18,1.283877957472264e+18,it is the worst but since covid19 it has felt almost apocalyptic as there is hardly traffic during rush hour sanditon savesanditon sanditonpbs,"@Anon5813 😂😂😂 It is the worst! But since COVID19, it has felt almost apocalyptic as there is hardly traffic during rush hour. #Sanditon #SaveSanditon #SanditonPBS https://t.co/aIMaylF8o8",the bad since covid19 felt almost apocalyptic hardly traffic rush hour sanditon savesanditon sanditonpbs,100,save
1.3045192069191227e+18,9.960893273639484e+17,i’m sure we’ll get questions about what kind of halloween masks are protective against covid19” dr vera etches said friday ottnews,"“I’m sure we’ll get questions about what kind of Halloween masks are protective against COVID-19,” Dr. Vera Etches said Friday. #ottnews https://t.co/2qjXwoz9wf", sure  get question kind halloween mask protective covid19  dr vera etches say friday ottnews,100,protect
1.3045283999316375e+18,148529707.0,the west is on fire trump rolling back environmental protections   us covid deaths approaching 200k trump doing less testing   18 million jobless trump cutting benefits   police violence and domestic terrorism up trump ranting about protesters   please vote him out,"The West is on fire. Trump rolling back environmental protections. 

U.S. COVID deaths approaching 200K. Trump doing less testing. 

18 million jobless. Trump cutting benefits. 

Police violence and domestic terrorism up. Trump ranting about protesters. 

Please. Vote. Him. Out.",the west fire trump roll back environmental protection u covid death approach 200k trump less test 18 million jobless trump cut benefit police violence domestic terrorism trump rant protester please vote out,100,protect
1.303381091693232e+18,146569971.0,limiting gatherings is one way to slow the spread of covid19 but physical distancing can be hard find tips to support the health of your loved ones and you during this challenging time,"Limiting gatherings is one way to slow the spread of #COVID19, but physical distancing can be hard. Find tips to support the health of your loved ones and you during this challenging time: https://t.co/a70fp6NOso. https://t.co/niRFXPmsPi",limit gathering one way to slow the spread covid19 physical distance hard find tip to support the health your love one challenge time,100,slow the spread
1.3047729387559608e+18,1.252324885000487e+18,imo the lockdown after we flattened the curve was maintained to eliminate smallmid size businesses  the people most likely to stand up against the green reset   one more lockdown and they can collect property like monopoly pieces,"IMO the lockdown (after we flattened the curve) was maintained to eliminate small/mid size businesses

The people most likely to stand up against the green reset. 

One more lockdown and they can collect property like monopoly pieces @PierrePoilievre 

https://t.co/ruIG0dKtdq",imo the lockdown flatten the curve maintain to eliminate smallmid size business the people likely to stand the green reset one lockdown collect property like monopoly piece,100,flatten the curve
1.3047279204731904e+18,105294772.0,stay home save lives stay alert control the virus eat out to help out go out to drink get back to the office socialise no don’t see your friends stop seeing your friends go to school it’s safe it’s not safe it’s the young it’s you it’s not us  why y’all confused,"Stay home. Save Lives. Stay Alert. Control the Virus. Eat out to Help Out. Go out to drink. Get back to the office. Socialise. No don’t. See your friends. Stop seeing your friends. Go to school. It’s safe. It’s not safe. It’s the young. It’s you. It’s not us.

Why y’all confused?",stay home save life stay alert control the virus eat out to help out go out to drink get back to the office socialise no  see your friend stop see your friend go to school  safe  safe  the young   u  confuse,100,save
1.304763385532252e+18,168090600.0,3500 infections now daily 620 schools infected with coronavirus  no ifs or buts this is a moral crime committed by those mps who voted to send kids back to school with no protections in place while voting social distancing for mps until november   you are 100 responsible,"3,500 infections now daily, 620 schools infected with Coronavirus.

No ifs, or buts, this is a moral crime committed by those MPs who voted to send kids back to school with no protections in place while voting social distancing for MPs until November. 

You are 100% responsible.",3500 infection daily 620 school infect coronavirus no ifs buts moral crime commit mp vote to send kid back to school no protection place voting social distance mp november 100 responsible,100,protect
