id,user_id,extended_tweet_full_text,extended_tweet_full_text_duplicate,final,final_score,final_keyword_match
1.3047859062728868e+18,1.3011480370545132e+18,i’ll be selecting 20 people who need financial assistance in the next 24 hours retweet this and make sure you’re following me to win goodluck blacklivesmattters cashappblessing cashappcodegreen peoplehelpingpeople sugardaddylegit sugarbabyneededed staysafe,I’ll be selecting 20 people who need financial assistance in the next 24 hours. Retweet this and make sure you’re following me to win. Goodluck❤️🙏 #BlackLivesMattters #Cashappblessing �#CashAppCodeGreen #PeopleHelpingPeople #sugardaddylegit #sugarbabyneededed #StaySafe https://t.co/2N0i7KIdQy, select 20 people need financial assistance the next 24 hour retweet make sure  follow to win goodluck blacklivesmattters cashappblessing cashappcodegreen peoplehelpingpeople sugardaddylegit sugarbabyneededed staysafe,100,safe
1.3047859248957645e+18,4903574358.0,if we had truly locked down from the beginning we could have slowly reopened safely and quarantine would now be just a distant memory but we didnt do that cuz freedum or some such now look where we are,"@PopC_Theology If we had truly locked down from the beginning, we could have slowly reopened safely and quarantine would now be just a distant memory. But we didn't do that 'cuz freedum! or some such. Now look where we are.",truly lock from the begin could slowly reopen safely quarantine would distant memory didnt do cuz freedum look,100,safe
1.3047859303524352e+18,869352865.0,i hope this pandemic will end,i hope this pandemic will end,hope pandemic end,100,hope
1.3047859309355868e+18,7.004440178641551e+17,what kind of uniform do you get if you become a covid marshall i hope there’s lots of shiny buttons and boots and ribbons and such like,What kind of uniform do you get if you become a covid Marshall? I hope there’s lots of shiny buttons and boots and ribbons and such like,kind uniform do get become covid marshall hope  lot shiny button boot ribbon like,100,hope
1.3047859553210327e+18,4340019025.0,ignorant fucks like you will not be tolerated much longer i hope you catch covid stupid prick,@Krisyourgoals @inrain_bows @sunnshiiny @jkenney Ignorant fucks like you will not be tolerated much longer. I hope you catch covid. Stupid prick.,ignorant fuck like tolerate much longer hope catch covid stupid prick,100,hope
1.304786001945006e+18,1.1473322530992372e+18,saw the petition you signed for firefighters saw how you handled the covid in california to the best way you can the usa need a man that can think ahead i hope you are running for the following elections in 4 yrs if the world is still alive,@GavinNewsom saw the petition you signed for firefighters. Saw how you handled the covid in California to the best way you can. The USA need a man that can think ahead! I hope you are running for the following elections in 4 yrs if the world is still alive,saw the petition sign firefighter saw handle the covid california to the best way the usa need man think ahead hope run the follow election 4 yr the world still alive,100,hope
1.304786004080046e+18,1.303890562605625e+18,i hope youve been having a great day i want to share a very interesting article that all should read concerning the rfid microchip being the mark of the beast and the hidden meaning behind calculating 666 fascinating  coronavirus,@chazomalley64 I hope you've been having a great day! I want to share a very interesting article that all should read concerning the RFID microchip being the mark of the beast and the hidden meaning behind calculating 666. Fascinating! https://t.co/FpMCouWlyX 😦 #coronavirus,hope youve great day want to share interest article read concern the rfid microchip the mark the beast the hidden meaning behind calculate 666 fascinate coronavirus,100,hope
1.3047860051116564e+18,632328283.0,admittedly i am in oregon and pretty tense right now and continuing to frame dt lying to us for months about covid as optimistic is bullshit he lied,"@GMA Admittedly, I am in Oregon and pretty tense right now AND, continuing to frame DT LYING to us for months about #COVID as OPTIMISTIC is BULLSHIT... he LIED",admittedly oregon pretty tense right continue to frame dt lie to u month covid optimistic bullshit lie,100,optimistic
1.304786011721957e+18,6.993895514589757e+17,good morning  stay safe wear your mask sanitize social distance and wash your mask,"📌”Good Morning.🌻✨🌺

Stay Safe, Wear Your Mask, Sanitize, Social Distance And Wash Your Mask.💫✨",good morning stay safe wear your mask sanitize social distance wash your mask,100,safe
1.3047860285998735e+18,34370318.0,trump officials interfered with cdc reports on covid19 via    we are not safe,"Trump officials interfered with CDC reports on Covid-19 https://t.co/nNuwWVH6SN via @politico 

We are not safe!",trump official interfere cdc report covid19 via safe,100,safe
1.304786036451668e+18,188421606.0,next question does your organization claim its operating safely bc its following cdc guidelines trump officials interfered with cdc reports on covid19 via,"Next question: does your organization claim it's operating safely bc it's following CDC guidelines? ""Trump officials interfered with CDC reports on Covid-19"" https://t.co/xOJjcklM9Z via @politico",next question your organization claim operating safely bc follow cdc guideline trump official interfere cdc report covid19 via,100,safe
1.304786044693426e+18,18761930.0,projecting   how sick does your party have to be to hope people die as long as a vaccine doesn’t come out before election day,"@MMahoney224 @WalshFreedom Projecting. 

How sick does your party have to be to hope people die as long as a vaccine doesn’t come out before Election Day.",project sick your party to to hope people die long vaccine  come out election day,100,hope
1.3047860626744074e+18,18106658.0,performances are allowed in covidsafe venues  but an awful lot of performances are by amateur groups and we have no idea whether theyre allowed to rehearse,@stavvers Performances are allowed in Covid-safe venues - but an awful lot of performances are by amateur groups and we have no idea whether they're allowed to rehearse.,performance allow covidsafe venue awful lot performance amateur group no idea whether theyre allow to rehearse,100,safe
1.304786085793456e+18,126873839.0,good news  astrazeneca coronavirus vaccine clinical trials resume in uk after pause over safety concerns,"Good news!

AstraZeneca coronavirus vaccine clinical trials resume in U.K. after pause over safety concerns.",good news astrazeneca coronavirus vaccine clinical trial resume uk pause safety concern,100,safe
1.3047861000371443e+18,9.49561059429335e+17,hey gameholics check the gameplay of this new bike riding game on youtube  link  playhalt hellrider3 anjigames playstore appstore newgame gameplay streamer youtuber gamer gamingforlife gamerneverdie games stayhome staysafe,"Hey Gameholics, check the gameplay of this new bike riding game on YouTube.
.
Link: https://t.co/8JGCS3roRS
.
#playhalt #hellrider3 #anjigames #playstore #appstore #newgame #gameplay #streamer #youtuber #gamer #gamingforlife #gamerneverdie #games #stayhome #StaySafe https://t.co/cQzg5PsPOa",hey gameholics check the gameplay new bike rid game youtube link playhalt hellrider3 anjigames playstore appstore newgame gameplay streamer youtuber gamer gamingforlife gamerneverdie game stayhome staysafe,100,safe
1.3047861091976724e+18,953037240.0,notlongnow  classes resume on monday we can’t wait to see you thank you  for helping to clear the dance studio it’s all ready to go covidsafe  please remember no parents in building social distance no bare feet hair in bun  nvsdd,"#notlongnow 💕 classes resume on Monday! We can’t wait to see you! Thank you @Marist_Sport for helping to clear the Dance Studio! It’s all ready to go! #covidsafe 
Please remember: no parents in building, social distance, no bare feet, hair in bun! 😀
❤️NVSDD https://t.co/1Yu2bI4zQK",notlongnow class resume monday  wait to see thank help to clear the dance studio  ready to go covidsafe please remember no parent building social distance no bare foot hair bun nvsdd,100,safe
1.3047861099107123e+18,1.2797565574719406e+18,hopefully we wont need to play apocalypse bingo anymore and covid is the only thing we got going on,@ItsZaeOk Hopefully we won't need to play apocalypse bingo anymore and Covid Is the only thing we got going on...,hopefully wont need to play apocalypse bingo anymore covid the thing get go,100,hope
1.3047861101707717e+18,7.54807315438592e+17,1 why does the trump adm want schools open with no safety plan in place to avoid the spread of covid19  2 how do we protect are low paying teachers from getting sick 3 why did i let trump lie about the virus why is cornyn still in office,"@JohnCornyn @AEI 1. Why does the Trump adm. want schools open, with no safety plan in place to avoid the spread of Covid-19.  2. How do we protect are low paying teachers from getting sick? 3. Why did I let Trump lie about the virus? Why is Cornyn still in office?",1 the trump adm want school open no safety plan place to avoid the spread covid19 2 do protect low pay teacher from get sick 3 let trump lie the virus cornyn still office,100,safe
1.3047861106948667e+18,1.2648260706597888e+18,its saturday night and im all dressed up to go to the living room yay  i hope this pandemic gets over soon i miss socializing hahaha stayathome minor 2020  ©,"its saturday night and im all dressed up to go to the living room yay 🤩 i hope this pandemic gets over soon! i miss socializing hahaha #stayathome #minor #2020

© @nianaguerrero https://t.co/x3kuQEs3wl",saturday night im dress to go to the living room yay hope pandemic get soon miss socialize hahaha stayathome minor 2020 ©,100,hope
1.3047861270023332e+18,1.0536750992896408e+18,mumbai is unsafe intolerance uddhavresign     shiv sena gunda goons are ruling mumbai failed cm corona rate is high,@Shehzad_Ind @Dev_Fadnavis Mumbai is unsafe #intolerance #UddhavResign @ShivSena @cnnbrk @KanganaTeam  shiv sena gunda goons are ruling mumbai. Failed CM corona rate is high.,mumbai unsafe intolerance uddhavresign shiv sena gunda goon ruling mumbai fail cm corona rate high,100,safe
1.3047861629980303e+18,4823668455.0,this is government office  it failed to do enough to prevent the spread of coronavirus a healthsafety inspection found  this failure happened when few staff occupying building but  ordered all govt dept to force 80 of staff back to work by end of september 4n,"This is government office + it failed to do enough to prevent the spread of coronavirus, a health+safety inspection found. 
This failure happened when few staff occupying building.
But @BorisJohnson ordered all Govt Dept to force 80% of staff back to work by end of September 4/n",government office fail to do enough to prevent the spread coronavirus healthsafety inspection found failure happen staff occupy building order govt dept to force 80 staff back to work end september 4n,100,safe
1.304786205658288e+18,1.247376635004936e+18,covid19 vaccine azd1222 oxfordvaccine  clinical trials resumed in the uk  the uk committee has concluded its investigations and recommended to the mhra that trials in the uk are safe to resume,"#COVID-19 #vaccine AZD1222 (#oxfordvaccine ) clinical trials resumed in the UK

The UK committee has concluded its investigations and recommended to the MHRA that trials in the UK are safe to resume.
https://t.co/Zvk6jT3MKT",covid19 vaccine azd1222 oxfordvaccine clinical trial resume the uk the uk committee conclude investigation recommend to the mhra trial the uk safe to resume,100,safe
1.3047862172345016e+18,851330372.0,wicomico county has 57 new confirmed positive cases of covid19 wicomico county has a total of 1754 total cases  please wear a mask in public places and be sure to social distance saferathome,"Wicomico County has 57 new confirmed positive cases of COVID-19. Wicomico County has a total of 1,754 total cases.  Please wear a mask in public places and be sure to social distance. #saferathome https://t.co/mOeCLJt0kv",wicomico county 57 new confirm positive case covid19 wicomico county total 1754 total case please wear mask public place sure to social distance saferathome,100,safe
1.304786227351044e+18,9.49561059429335e+17,hey gameholics check the gameplay of this new bike riding game on youtube  link  playhalt hellrider3 anjigames playstore appstore newgame gameplay streamer youtuber gamer gamingforlife gamerneverdie games stayhome staysafe,"Hey Gameholics, check the gameplay of this new bike riding game on YouTube.
.
Link: https://t.co/8JGCS3roRS
.
#playhalt #hellrider3 #anjigames #playstore #appstore #newgame #gameplay #streamer #youtuber #gamer #gamingforlife #gamerneverdie #games #stayhome #staysafe https://t.co/BfMUvjWWK7",hey gameholics check the gameplay new bike rid game youtube link playhalt hellrider3 anjigames playstore appstore newgame gameplay streamer youtuber gamer gamingforlife gamerneverdie game stayhome staysafe,100,safe
1.3047862292594156e+18,2658722497.0,trump officials interfered with cdc reports on covid19  emails from communications aides to cdc director robert redfield amp other senior officials openly complained that the agency’s reports would undermine trumps optimistic messages about the outbreak,"trump officials interfered with CDC reports on Covid-19.

Emails from communications aides to CDC Director Robert Redfield &amp; other senior officials openly complained that the agency’s reports would undermine trump's optimistic messages about the outbreak.
 https://t.co/rRzzc7WIdP",trump official interfere cdc report covid19 email from communication aide to cdc director robert redfield amp senior official openly complain the agency  report would undermine trump optimistic message the outbreak,100,optimistic
1.3047862493249823e+18,1.2974121638714447e+18,what if i tell you im doing the same i hope youre hang out plans are rescheduled also stay safe covid is quite serious,@Blu3Night_ what if i tell you im doing the same?😔😔 i hope you're hang out plans are rescheduled😔😔😔 also stay safe covid is quite serious💕💕,tell im the hope youre hang out plan reschedule also stay safe covid quite serious,100,hope
1.3047862575249487e+18,9.058178658986476e+17,yeah no my work doesn’t allow me the luxury of coming in whenever it’s hopefully safe on the cta there’s this thing called a “schedule”  what a tone deaf response to the utter lack of safety when people have to get to work during covid,"@cta @GovPritzker @chicagosmayor @cta Yeah, no... my work doesn’t allow me the luxury of coming in whenever it’s (hopefully) safe on the CTA... there’s this thing called a “schedule.”  What a tone deaf response to the utter lack of safety when people have to get to work during #COVID",yeah no work  allow the luxury come whenever  hopefully safe the cta  thing call  schedule  tone deaf response to the utter lack safety people to get to work covid,100,hope
1.3047862627847004e+18,7.749596618962084e+17,time for you guysgirlsnonbinary etc to see my face as my profile pic i know its not much to look at i at least hope you enjoy my hobicore mask if you are army  and my horrible finger heart,"Time for you guys/girls/nonbinary etc. To see my face as my profile pic. I know it's not much to look at, I at least hope you enjoy my Hobicore mask if you are ARMY 💜 and! my horrible finger heart. https://t.co/OtIrcsBnkE",time guysgirlsnonbinary etc to see face profile pic know much to look at at least hope enjoy hobicore mask army horrible finger heart,100,hope
1.3047862800021463e+18,270492072.0,astrazeneca coronavirus vaccine clinical trials resume in uk after pause over safety concerns via cnbc news cnbc,AstraZeneca coronavirus vaccine clinical trials resume in U.K. after pause over safety concerns https://t.co/N1aZR6aSBP via CNBC #news #CNBC,astrazeneca coronavirus vaccine clinical trial resume uk pause safety concern via cnbc news cnbc,100,safe
1.3047862889697403e+18,52188923.0,appreciate you wearing a mask even though it is hard for you to do so we have been getting over 90 mask compliance on our trains and buses out transit safety are reminding people to wear there masks on go transit trains and buses  thank you for your concern,@Ilovecanada Appreciate you wearing a mask even though it is hard for you to do so. we have been getting over 90% mask compliance on our trains and buses. Out transit safety are reminding people to wear there masks on go transit trains and buses.  thank you for your concern,appreciate wear mask even though hard to do get 90 mask compliance train bus out transit safety remind people to wear mask go transit train bus thank your concern,100,safe
1.30478629006447e+18,231201160.0,parted ways with my fulltime job midaugust currently spending time staying safe from miss rona amp doing local campaign work will be setting aside time to write in between job searching amp gig working writing jobsearch covid,Parted ways with my full-time job mid-August. Currently spending time staying safe from Miss Rona &amp; doing local campaign work. Will be setting aside time to write in between job searching &amp; gig working. #writing #JobSearch #COVID,part way fulltime job midaugust currently spending time stay safe from miss rona amp local campaign work set aside time to write job search amp gig work write jobsearch covid,100,safe
1.3047862949632e+18,1.30406491515861e+18,im selling butterfly face mask extender  extension  ear savers  connector  adapter for rm500 get it on shopee now shopeemy,I'm selling Butterfly Face Mask Extender / Extension / Ear Savers / Connector / Adapter for RM5.00. Get it on Shopee now! https://t.co/j2ocCDE51e #ShopeeMY https://t.co/jCUnWadF5P,im sell butterfly face mask extender extension ear saver connector adapter rm500 get shopee shopeemy,100,hope
1.3047863060909135e+18,1.1567131143914496e+18,noooo sndzjjz im sorry lt3 stay safe  i hope the pandemic situation isnt bad where you live that sucks,@nezukoasis NOOOO SNDZJJZ im sorry &lt;//3 stay safe !! i hope the pandemic situation isn't bad where you live that sucks,noooo sndzjjz im sorry lt3 stay safe hope the pandemic situation isnt bad live suck,100,hope
1.3047863258921984e+18,214476599.0,if a pub restaurant or shop isnt following covid19 guidelines theyre not looking after your health  dont go there staycovidsafe,"If a pub, restaurant or shop isn't following #COVID19 guidelines they're not looking after your health.

Don't go there! #StayCovidSafe

 https://t.co/t8dvzOQHMb",pub restaurant shop isnt follow covid19 guideline theyre look your health dont go staycovidsafe,100,safe
1.3047863259508613e+18,1.2924914311275233e+18,yes and scientific logic and integrity will blossom eg we will suddenly realize that hcq is safe and effective vs covid19 probably regardless of who wins but certainly when trump wins,"@ChuckCallesto Yes, and scientific logic and integrity will blossom (e.g., we will suddenly realize that #HCQ is safe and effective vs #Covid19, probably regardless of who wins, but certainly when Trump wins).",yes scientific logic integrity blossom eg suddenly realize hcq safe effective v covid19 probably regardless win certainly trump win,100,safe
1.3047863368769167e+18,1454530994.0,1999  bitch thankful ako naging friends tayo and im looking forward for more adventures youre mysterious and thats interesting keep on posting your tiktoks youre doing great drive safe palagi and stay covid free badi,"1999

Bitch thankful ako naging friends tayo, and I'm looking forward for more adventures. You're mysterious and that's interesting. Keep on posting your tiktoks, you're doing great. Drive safe palagi and stay covid free badi.",1999 bitch thankful ako nag friend tayo im look forward adventure youre mysterious thats interest keep post your tiktoks youre great drive safe palagi stay covid free badi,100,safe
1.3047863482686095e+18,1.3025107507080315e+18,i am fucking late but its now or never  happy birthday princess thank you for being my friend youre such a sweetheart and i love you so much  i hope youll have a happy year despite corona dumbass,@fa1rysite I AM FUCKING LATE BUT ITS NOW OR NEVER 🥺😤💓 happy birthday princess. thank you for being my friend. you're such a sweetheart and i love you so much 🥺 i hope you'll have a happy year despite corona dumbass 🥺,fuck late never happy birthday princess thank friend youre sweetheart love much hope youll happy year despite corona dumbass,100,hope
1.3047863672522547e+18,1.1838294853612913e+18,keep spreading the virus down playing the severity hopefully his base will shrink by nov,"@AdamLaxalt @realDonaldTrump @NVGOP @GOP Keep spreading the virus, down playing the severity. Hopefully his base will shrink by Nov.",keep spread the virus play the severity hopefully base shrink nov,100,hope
1.304786368678117e+18,2838387865.0,astrazeneca coronavirusvaccine clinicaltrials resume in uk after pause over safety concerns medicines health regulatory authority  recommended to resume the trials after an independent review,"#AstraZeneca #CoronavirusVaccine #clinicaltrials resume in U.K. after pause over safety concerns. Medicines Health Regulatory Authority, @MHRAgovuk recommended to resume the trials after an independent review @UniofOxford  https://t.co/jBghnIGZbY",astrazeneca coronavirusvaccine clinicaltrials resume uk pause safety concern medicine health regulatory authority recommend to resume the trial independent review,100,safe
1.3047863862607626e+18,1.2716816613070602e+18,yup and the guy wont wear a mask which could make others days much worse   i hope the gentleman has a good day and becomes a bit more educated on virus spread today   i do wonder what motivates people to contradict science and promote such behavior,"@thesmackdown @StonedCoder @GovTimWalz Yup. And the guy won't wear a mask which could make others days much worse. 

I hope the gentleman has a good day and becomes a bit more educated on virus spread today. 

I do wonder what motivates people to contradict science and promote such behavior.",yup the guy wont wear mask could make others day much bad hope the gentleman good day becomes bit educate virus spread today do wonder motivates people to contradict science promote behavior,100,hope
1.304786394368348e+18,8.207415713478163e+17,thank you dr fauci   i will not take the vaccine until you say it is safe,@IngrahamAngle Thank you Dr. Fauci @doctorFacui.  I will not take the vaccine until you say it is safe.,thank dr fauci take the vaccine say safe,100,safe
1.304786399812608e+18,1023824749.0,use these covid19 prevention tips to keep yourself and others safe,Use these COVID-19 prevention tips to keep yourself and others safe. https://t.co/BzGp7MlSTR,use covid19 prevention tip to keep others safe,100,safe
1.3047864128484516e+18,9.518388299457864e+17,how do we effectively and safely alter the processes of care in an advanced hf program in response to covid19    our perspective now in          link,"How do we effectively and safely alter the processes of care in an Advanced HF program in response to #COVID19 ? 

Our perspective now in @CircHF @gtsayer @HornEvelyn @MaryjaneFarrMD @DKumaraiah @kt_heartfailure @YoshifumiNaka 

Link: https://t.co/cO0vnFVAGQ https://t.co/3EvyUkl0Eo",do effectively safely alter the process care advanced hf program response to covid19 perspective link,100,safe
1.3047864146101207e+18,2192055180.0,well said gemma i completely understand if covid19 has not touched your life but it can kill you or someone you love then youll understand why its best to be cautious xx staysafe,"@gemshepetch Well said Gemma. I completely understand if Covid-19 has not touched your life, but it can kill you or someone you love. Then you'll understand why it's best to be cautious xx #StaySafe",well say gemma completely understand covid19 touch your life kill someone love youll understand best to cautious xx staysafe,100,safe
1.3047864154573087e+18,1.0150849414980484e+18,h haitians all have aids quote hatch act violations healthy school lunch eliminations hicks hope huckabee sanders sarah hurricanes dorian and maria hydroxychloroquine 12,"H:
-Haitians, ""All have AIDS"" quote
-Hatch Act Violations
-Healthy school lunch eliminations
-Hicks, Hope
-Huckabee Sanders, Sarah
-Hurricane's Dorian and Maria
-Hydroxychloroquine
12/ https://t.co/LUBUdB4wpg",h haitian aid quote hatch act violation healthy school lunch elimination hick hope huckabee sander sarah hurricane dorian maria hydroxychloroquine 12,100,hope
1.3047864614856008e+18,2555494986.0,today’s beer list  please respect our covid rules to keep everyone safe,"Today’s beer list!

Please respect our Covid rules to keep everyone safe. https://t.co/dlvieJbnki",today  beer list please respect covid rule to keep everyone safe,100,safe
1.3047864678356337e+18,408250569.0,these masks are unsanitary unhealthy and unsafe for anyone to wear forcing kids to wear them is child abuse and forcing the driver to wear them is dangerous for everyone,"@WSJ These masks are unsanitary, unhealthy, and unsafe for anyone to wear. Forcing kids to wear them is child abuse and forcing the driver to wear them is dangerous for everyone. https://t.co/ZDNizRB1Ft",mask unsanitary unhealthy unsafe anyone to wear force kid to wear child abuse force the driver to wear dangerous everyone,100,safe
1.304786500559794e+18,77066609.0,first time since quarantine that i could not sleep because of pure unadulterated excitement not stress anxiety or fear so much left to overcome in our world thank you student athletes for giving us hope inspiration and fearlessness many of our leaders would’ve dodged it,"First time since quarantine that I could not sleep because of pure, unadulterated excitement. Not stress, anxiety or fear. So much left to overcome in our world. Thank you student athletes for giving us hope, inspiration and fearlessness. Many of our leaders would’ve dodged it https://t.co/GflnKkUSNI",first time since quarantine could sleep pure unadulterated excitement stress anxiety fear much left to overcome world thank student athlete give u hope inspiration fearlessness many leader would  dodge,100,hope
1.3047865154368635e+18,1.262476671988281e+18,there was no need to wear ppe to celebrate  your own birthday    just kidding  hope you had a great one,"@ItsPrachiDesai 😁 😂 There was no need to wear PPE to celebrate 🎉 your own birthday 🎂

~ Just kidding - hope you had a great one.",no need to wear ppe to celebrate your birthday kid hope great one,100,hope
1.3047865281623368e+18,9.489491029386688e+17,i have been tested positive for covid19i would like to request to all those who had come in contact with me the past few days to get themselves  tested as a precautionary measurestay safe,I have been tested positive for Covid-19.I would like to request to all those who had come in contact with me the past few days to get themselves  tested as a precautionary measure.Stay Safe 🙏🏻,test positive covid19i would like to request to come contact the past day to get test precautionary measurestay safe,100,safe
1.3047865280910415e+18,1.30406491515861e+18,im selling butterfly face mask extender  extension  ear savers  connector  adapter for rm500 get it on shopee now shopeemy,I'm selling Butterfly Face Mask Extender / Extension / Ear Savers / Connector / Adapter for RM5.00. Get it on Shopee now! https://t.co/j2ocCDE51e #ShopeeMY https://t.co/OzuRRfd72w,im sell butterfly face mask extender extension ear saver connector adapter rm500 get shopee shopeemy,100,hope
1.3047865427377395e+18,20802108.0,great to be able watch stags from the comfort of my home thanks covid  i hope   and  keep live video games as an option beyond this season for people that cant go to games,Great to be able watch #Stags from the comfort of my home. Thanks Covid. 👍 I hope @mansfieldtownfc  and @EFL keep live video games as an option beyond this season for people that can't go to games. https://t.co/BSyQyFDQAD,great to able watch stag from the comfort home thanks covid hope keep live video game option beyond season people cant go to game,100,hope
